,testtaker,SelectForm,WordFormation,Hotspot,Punctuation,Dictation,Notes,Lectures,Summary,MeaningWord,WordsinText,LinkingWords,TextComprehension,TextConnection,SelectArgument,FindFallacy,faculty,score
297,MANENG22231e119,16,15,6,7,6,5,6,9,9,14,10,2,2,2,4,MAN,113
298,MANENG22231e12,17,19,6,6,7,6,5,6,6,13,9,1,2,2,4,MAN,109
299,MANENG22231e120,17,17,5,6,5,4,6,8,5,14,10,2,2,2,4,MAN,107
300,MANENG22231e121,15,16,2,5,2,0,5,3,7,9,9,1,1,2,3,MAN,80
301,MANENG22231e122,16,17,5,4,5,5,6,7,8,11,9,2,1,1,3,MAN,100
302,MANENG22231e123,15,15,5,6,7,5,6,10,9,13,12,2,2,2,3,MAN,112
303,MANENG22231e124,17,14,6,7,6,5,6,9,8,13,9,2,1,2,3,MAN,108
304,MANENG22231e125,15,17,2,7,3,4,6,10,8,13,10,2,2,2,4,MAN,105
305,MANENG22231e126,15,14,5,6,4,4,5,8,6,14,9,2,2,2,4,MAN,100
306,MANENG22231e127,10,16,3,7,6,4,4,7,5,12,10,0,2,1,4,MAN,91
307,MANENG22231e128,13,9,3,4,4,3,5,9,5,10,9,2,2,2,2,MAN,82
308,MANENG22231e129,11,9,3,1,5,3,5,5,6,7,4,2,0,1,1,MAN,63
309,MANENG22231e13,19,19,8,5,9,6,6,12,9,13,11,2,2,2,4,MAN,127
310,MANENG22231e130,16,13,4,6,3,3,5,5,5,10,11,1,2,2,4,MAN,90
311,MANENG22231e131,16,16,5,6,4,4,4,10,9,13,9,2,2,1,4,MAN,105
312,MANENG22231e132,14,15,4,4,5,4,5,11,9,11,11,2,2,2,4,MAN,103
313,MANENG22231e133,16,16,6,4,6,4,5,9,6,12,9,2,2,1,2,MAN,100
314,MANENG22231e134,17,17,4,7,7,6,5,11,7,14,10,2,1,2,3,MAN,113
315,MANENG22231e135,12,16,6,5,6,5,6,10,7,9,9,2,2,1,4,MAN,100
316,MANENG22231e136,12,9,5,7,5,2,4,5,8,8,6,0,2,1,2,MAN,76
317,MANENG22231e137,12,9,5,4,6,4,6,11,7,10,6,2,1,1,1,MAN,85
318,MANENG22231e138,13,13,6,5,6,4,6,9,5,10,8,2,1,2,0,MAN,90
319,MANENG22231e139,13,15,5,5,6,4,6,8,8,14,8,2,1,1,4,MAN,100
320,MANENG22231e14,20,16,8,7,9,6,6,10,9,14,10,2,1,2,4,MAN,124
321,MANENG22231e140,13,17,6,5,7,5,5,9,4,11,0,0,0,0,0,MAN,82
322,MANENG22231e141,14,12,3,3,4,3,6,8,6,12,10,1,1,2,0,MAN,85
323,MANENG22231e142,13,16,5,7,4,5,6,8,6,13,8,2,2,2,1,MAN,98
324,MANENG22231e143,13,8,5,6,4,3,4,7,7,9,11,2,2,1,0,MAN,82
325,MANENG22231e144,15,12,6,6,7,4,6,0,6,0,9,0,0,0,0,MAN,71
326,MANENG22231e145,20,17,3,6,3,4,6,7,8,11,11,2,0,0,0,MAN,98
327,MANENG22231e146,19,12,3,5,2,2,6,12,9,14,10,2,2,2,4,MAN,104
328,MANENG22231e147,14,15,2,6,6,3,5,7,6,14,9,2,2,2,4,MAN,97
329,MANENG22231e148,17,9,4,5,6,2,5,9,7,13,10,2,2,2,4,MAN,97
330,MANENG22231e149,18,19,5,3,7,6,5,9,10,13,10,2,1,2,3,MAN,113
331,MANENG22231e15,19,15,6,3,6,6,5,11,8,12,10,2,2,2,3,MAN,110
332,MANENG22231e150,18,17,4,5,5,3,5,9,10,13,11,2,1,2,3,MAN,108
333,MANENG22231e151,16,17,6,6,8,3,6,7,8,12,12,2,2,2,4,MAN,111
334,MANENG22231e152,15,17,4,7,6,5,5,10,8,14,11,2,2,2,4,MAN,112
335,MANENG22231e153,16,18,4,5,7,6,6,10,7,13,10,2,2,2,4,MAN,112
336,MANENG22231e154,17,17,5,5,5,4,6,11,10,13,9,2,2,2,3,MAN,111
337,MANENG22231e155,18,16,5,7,6,6,6,11,8,14,12,2,1,1,4,MAN,117
338,MANENG22231e156,17,15,6,4,3,5,6,12,9,11,12,2,2,1,4,MAN,109
339,MANENG22231e157,18,19,6,6,7,4,6,11,10,13,10,2,1,2,3,MAN,118
340,MANENG22231e158,17,16,3,7,5,4,5,9,9,14,11,2,2,2,3,MAN,109
341,MANENG22231e159,17,16,6,5,4,4,6,10,10,14,11,2,2,2,4,MAN,113
342,MANENG22231e16,18,19,6,6,6,6,6,11,9,14,10,2,2,2,3,MAN,120
343,MANENG22231e160,17,16,6,4,5,6,5,10,9,13,10,2,2,2,2,MAN,109
344,MANENG22231e161,15,17,3,3,5,4,6,10,8,14,8,0,2,2,4,MAN,101
345,MANENG22231e162,17,16,4,6,7,5,6,8,8,12,11,2,2,1,4,MAN,109
346,MANENG22231e163,18,18,8,4,6,5,6,12,9,13,10,2,2,2,3,MAN,118
347,MANENG22231e164,19,16,8,7,8,6,6,10,9,11,11,2,1,1,4,MAN,119
348,MANENG22231e165,17,14,2,7,6,4,6,10,9,14,12,2,2,2,3,MAN,110
349,MANENG22231e166,13,14,2,3,6,5,5,12,7,14,10,2,2,2,3,MAN,100
350,MANENG22231e167,15,15,4,6,7,5,3,8,8,11,11,2,2,2,4,MAN,103
351,MANENG22231e168,15,16,4,7,6,4,6,11,8,13,10,2,2,2,4,MAN,110
352,MANENG22231e169,13,17,5,7,6,5,6,5,6,11,8,2,2,2,0,MAN,95
353,MANENG22231e17,17,18,6,7,9,6,5,9,10,13,10,2,2,2,4,MAN,120
354,MANENG22231e170,14,15,5,6,5,5,6,6,4,12,6,2,2,2,3,MAN,93
355,MANENG22231e171,13,16,6,3,5,4,5,10,8,12,10,2,1,2,3,MAN,100
356,MANENG22231e172,17,17,4,6,4,6,6,8,8,14,10,2,2,2,4,MAN,110
357,MANENG22231e173,15,15,1,5,6,2,5,7,7,13,6,1,1,0,3,MAN,87
358,MANENG22231e174,16,17,5,7,6,5,3,10,7,14,9,2,2,2,3,MAN,108
359,MANENG22231e175,17,12,3,6,2,3,6,10,8,12,10,2,2,1,3,MAN,97
360,MANENG22231e176,14,14,5,7,3,6,6,7,9,12,10,1,2,1,3,MAN,100
361,MANENG22231e177,14,15,2,4,4,5,6,6,8,11,6,2,2,2,2,MAN,89
362,MANENG22231e178,19,18,8,6,8,6,6,12,9,14,12,2,2,2,4,MAN,128
363,MANENG22231e179,18,17,5,6,7,6,6,11,10,13,10,2,1,2,1,MAN,115
364,MANENG22231e18,14,12,6,6,4,5,5,8,8,12,7,2,2,2,2,MAN,95
365,MANENG22231e180,19,15,8,7,6,6,6,11,10,14,11,2,2,2,4,MAN,123
366,MANENG22231e181,18,17,6,5,5,5,6,11,9,13,12,2,2,2,4,MAN,117
367,MANENG22231e182,17,14,3,7,6,6,5,10,5,12,10,1,2,2,4,MAN,104
368,MANENG22231e183,18,16,2,5,5,4,6,10,10,12,12,2,1,2,4,MAN,109
369,MANENG22231e184,18,13,2,5,5,6,6,8,9,12,9,2,2,2,3,MAN,102
370,MANENG22231e185,19,19,6,6,8,6,6,10,8,13,11,2,2,2,4,MAN,122
371,MANENG22231e186,14,15,4,4,5,5,5,5,6,8,4,1,2,0,4,MAN,82
372,MANENG22231e187,15,16,8,7,6,6,5,11,10,14,11,2,1,2,3,MAN,117
373,MANENG22231e188,15,16,6,7,5,6,6,6,7,12,11,2,1,2,3,MAN,105
374,MANENG22231e189,16,15,6,7,3,5,6,8,9,14,7,2,1,2,4,MAN,105
375,MANENG22231e19,14,7,2,4,2,5,6,6,6,11,7,2,1,1,1,MAN,75
376,MANENG22231e190,16,12,0,6,5,2,6,8,9,11,9,2,1,1,4,MAN,92
377,MANENG22231e191,14,9,2,5,6,3,5,4,7,13,9,2,2,2,3,MAN,86
378,MANENG22231e192,14,8,3,6,2,1,6,8,7,11,8,2,2,0,1,MAN,79
379,MANENG22231e193,14,14,4,5,6,5,5,9,9,14,12,2,2,2,3,MAN,106
380,MANENG22231e194,15,15,5,6,7,5,6,11,7,14,9,1,2,2,3,MAN,108
381,MANENG22231e195,16,15,6,6,6,3,6,9,7,14,11,2,2,1,2,MAN,106
382,MANENG22231e196,16,16,6,5,6,6,6,10,6,12,11,2,2,2,4,MAN,110
383,MANENG22231e197,18,16,8,7,6,5,5,10,9,14,10,1,1,2,3,MAN,115
384,MANENG22231e198,15,14,3,7,4,3,5,8,9,13,8,2,1,2,4,MAN,98
385,MANENG22231e199,14,16,3,6,5,5,6,11,6,14,10,2,2,2,4,MAN,106
386,MANENG22231e2,19,18,8,7,6,6,6,11,8,14,9,2,2,2,3,MAN,121
387,MANENG22231e20,17,18,6,6,7,6,5,9,7,13,10,2,2,2,4,MAN,114
388,MANENG22231e200,13,17,6,6,9,5,5,10,9,14,11,2,2,2,4,MAN,115
389,MANENG22231e201,13,15,3,7,3,4,6,12,5,11,8,2,2,2,1,MAN,94
390,MANENG22231e202,14,11,3,7,6,4,5,10,7,13,10,2,2,1,4,MAN,99
391,MANENG22231e203,15,13,5,7,3,2,5,6,6,10,11,2,2,2,0,MAN,89
392,MANENG22231e204,17,17,5,7,6,5,6,9,8,13,8,2,2,2,4,MAN,111
393,MANENG22231e205,14,15,5,5,6,5,4,9,7,12,8,2,2,2,1,MAN,97
394,MANENG22231e206,10,16,4,5,6,2,2,7,8,11,8,1,2,2,2,MAN,86
395,MANENG22231e207,12,14,4,7,5,5,5,8,2,13,9,2,2,2,4,MAN,94
396,MANENG22231e208,13,18,5,7,5,4,5,10,8,12,10,1,2,1,3,MAN,104
397,MANENG22231e209,12,14,3,5,2,3,6,5,7,9,11,1,0,1,2,MAN,81
398,MANENG22231e21,15,18,6,7,5,5,6,11,7,14,12,2,2,2,2,MAN,114
399,MANENG22231e210,18,17,6,7,9,6,5,9,6,11,10,2,2,1,3,MAN,112
400,MANENG22231e211,16,18,6,6,6,5,6,8,8,12,11,2,2,2,4,MAN,112
401,MANENG22231e212,15,17,2,7,7,6,6,10,8,13,10,2,1,2,3,MAN,109
402,MANENG22231e213,15,12,6,6,5,4,6,7,7,13,10,2,2,2,2,MAN,99
403,MANENG22231e214,14,16,5,3,8,3,6,7,7,12,6,2,1,0,1,MAN,91
404,MANENG22231e215,18,15,5,7,7,5,5,1,8,14,11,2,2,1,0,MAN,101
405,MANENG22231e216,18,16,5,5,8,4,6,5,9,14,11,2,1,2,3,MAN,109
406,MANENG22231e217,17,16,4,7,6,3,6,8,7,11,7,0,0,0,0,MAN,92
407,MANENG22231e218,18,19,5,3,6,6,6,9,9,12,11,2,2,2,3,MAN,113
408,MANENG22231e219,13,17,8,7,6,2,4,8,7,14,8,1,2,2,1,MAN,100
409,MANENG22231e22,20,17,6,7,6,6,6,11,10,13,11,2,2,2,4,MAN,123
410,MANENG22231e221,15,15,2,5,7,5,5,9,7,13,6,2,1,2,3,MAN,97
411,MANENG22231e223,17,17,6,6,6,6,6,11,10,14,10,2,2,2,4,MAN,119
412,MANENG22231e224,16,17,4,2,2,4,6,11,9,14,12,2,1,2,3,MAN,105
413,MANENG22231e225,14,17,5,2,6,4,5,7,8,12,8,2,2,2,3,MAN,97
414,MANENG22231e226,19,15,5,6,7,6,6,11,10,11,11,2,2,1,3,MAN,115
415,MANENG22231e227,19,15,3,7,4,6,4,5,8,14,11,2,2,2,4,MAN,106
416,MANENG22231e228,17,18,6,7,7,6,4,10,9,14,12,2,1,2,4,MAN,119
417,MANENG22231e229,17,18,8,7,7,5,5,9,10,13,11,2,2,2,1,MAN,117
418,MANENG22231e23,15,15,5,5,5,2,4,8,7,11,6,1,2,2,2,MAN,90
419,MANENG22231e230,17,17,6,7,5,5,6,10,9,13,10,2,2,1,2,MAN,112
420,MANENG22231e231,15,13,4,5,5,4,6,7,8,10,7,2,1,2,2,MAN,91
421,MANENG22231e232,12,14,3,4,5,5,5,8,4,11,6,1,0,1,1,MAN,80
422,MANENG22231e234,14,12,3,5,4,2,6,7,7,13,8,1,2,2,2,MAN,88
423,MANENG22231e235,18,18,5,6,6,5,6,9,10,14,10,2,1,2,3,MAN,115
424,MANENG22231e236,8,9,3,4,2,4,4,7,3,6,7,1,2,2,1,MAN,63
425,MANENG22231e237,16,16,4,6,4,6,5,11,7,14,11,2,2,2,3,MAN,109
426,MANENG22231e238,19,15,5,7,8,3,5,8,8,14,11,2,1,1,4,MAN,111
427,MANENG22231e239,14,14,1,2,2,3,4,6,9,10,9,2,1,2,4,MAN,83
428,MANENG22231e24,17,13,4,4,5,6,6,11,7,14,11,2,2,2,3,MAN,107
429,MANENG22231e240,19,18,6,5,6,6,6,12,9,12,10,2,2,2,4,MAN,119
430,MANENG22231e241,13,8,2,5,3,4,4,6,5,10,5,2,2,0,1,MAN,70
431,MANENG22231e242,17,14,5,6,6,5,5,10,7,11,9,2,1,1,4,MAN,103
432,MANENG22231e243,13,15,5,5,4,4,5,5,9,14,11,2,2,1,4,MAN,99
433,MANENG22231e244,10,8,2,5,3,4,3,6,7,10,7,2,2,1,3,MAN,73
434,MANENG22231e245,16,17,6,6,8,6,6,11,9,13,11,2,2,2,4,MAN,119
435,MANENG22231e246,14,14,4,7,4,1,6,10,6,13,9,2,2,2,0,MAN,94
436,MANENG22231e247,16,13,1,6,3,3,6,10,8,13,10,2,2,2,1,MAN,96
437,MANENG22231e248,14,13,5,7,4,2,5,9,7,12,10,2,1,2,3,MAN,96
438,MANENG22231e249,13,17,3,6,2,4,6,10,8,13,6,2,2,2,2,MAN,96
439,MANENG22231e25,15,14,1,2,5,4,6,5,6,11,8,2,1,1,0,MAN,81
440,MANENG22231e250,14,12,4,7,5,2,5,7,4,13,10,2,2,2,3,MAN,92
441,MANENG22231e251,15,15,3,7,7,5,6,5,7,11,9,2,2,1,2,MAN,97
442,MANENG22231e253,9,9,2,5,3,1,6,6,3,8,4,1,2,2,0,MAN,61
443,MANENG22231e254,17,15,4,5,2,0,4,7,7,14,10,2,2,2,2,MAN,93
444,MANENG22231e26,16,17,5,4,6,6,5,12,9,13,12,2,2,2,4,MAN,115
445,MANENG22231e27,14,16,5,7,5,2,4,10,9,12,9,2,2,2,4,MAN,103
446,MANENG22231e28,13,16,5,5,5,5,5,7,10,12,8,2,2,2,4,MAN,101
447,MANENG22231e29,16,18,8,5,8,6,6,10,10,13,12,1,1,2,4,MAN,120
448,MANENG22231e3,19,19,8,7,8,6,6,9,10,14,9,2,2,2,3,MAN,124
449,MANENG22231e30,18,18,6,7,8,6,5,11,10,14,11,2,2,2,4,MAN,124
450,MANENG22231e31,13,18,4,5,6,4,4,7,7,11,9,2,2,2,3,MAN,97
451,MANENG22231e32,17,16,5,7,8,5,6,10,8,14,9,2,1,2,3,MAN,113
452,MANENG22231e33,16,17,6,7,5,5,6,9,8,14,10,2,0,2,4,MAN,111
453,MANENG22231e34,19,19,5,5,7,5,6,11,8,14,11,1,2,2,4,MAN,119
454,MANENG22231e35,19,16,4,7,6,4,6,10,9,14,12,2,0,2,3,MAN,114
455,MANENG22231e36,15,18,6,6,9,6,6,11,9,14,12,2,2,2,4,MAN,122
456,MANENG22231e37,16,17,4,5,4,6,6,9,9,14,9,1,2,2,3,MAN,107
457,MANENG22231e38,16,13,4,6,6,5,5,10,7,13,10,2,2,2,4,MAN,105
458,MANENG22231e39,19,18,5,7,8,5,5,9,10,14,11,2,1,2,3,MAN,119
459,MANENG22231e4,14,17,5,6,6,5,4,9,6,14,6,2,2,2,0,MAN,98
460,MANENG22231e40,17,18,5,7,5,6,6,11,5,14,9,2,2,2,4,MAN,113
461,MANENG22231e41,17,15,6,6,2,4,4,9,8,14,10,2,2,2,1,MAN,102
462,MANENG22231e42,16,16,3,5,5,4,4,9,7,14,9,1,2,2,4,MAN,101
463,MANENG22231e43,15,15,5,4,5,6,5,9,8,14,10,2,2,2,4,MAN,106
464,MANENG22231e44,17,14,5,6,7,6,6,9,9,11,11,2,2,1,4,MAN,110
465,MANENG22231e45,16,12,5,6,8,4,5,9,8,11,10,2,2,2,2,MAN,102
466,MANENG22231e46,20,18,8,7,9,5,6,10,9,14,11,2,2,2,2,MAN,125
467,MANENG22231e47,17,13,5,3,5,3,5,8,8,11,9,2,2,2,3,MAN,96
468,MANENG22231e48,17,15,6,4,9,4,6,9,9,13,8,1,2,2,2,MAN,107
469,MANENG22231e49,13,16,4,3,7,5,6,10,8,12,7,1,2,2,3,MAN,99
470,MANENG22231e5,16,19,5,4,8,5,5,9,9,13,11,2,0,2,3,MAN,111
471,MANENG22231e50,19,18,6,6,7,6,6,12,10,14,11,2,2,2,3,MAN,124
472,MANENG22231e51,17,17,6,6,8,4,6,7,7,14,11,2,2,2,4,MAN,113
473,MANENG22231e52,17,11,5,7,7,4,6,10,8,12,9,2,2,2,4,MAN,106
474,MANENG22231e53,18,17,6,7,8,6,6,12,8,14,12,2,2,2,4,MAN,124
475,MANENG22231e54,15,15,6,5,5,5,6,6,8,11,8,2,2,0,2,MAN,96
476,MANENG22231e55,18,15,6,6,4,5,6,10,8,14,10,2,1,2,4,MAN,111
477,MANENG22231e56,16,15,4,5,6,5,6,12,7,14,10,2,2,1,2,MAN,107
478,MANENG22231e57,13,16,3,5,6,5,6,12,8,14,7,2,2,1,2,MAN,102
479,MANENG22231e58,9,17,5,5,7,4,5,10,6,11,9,2,2,2,2,MAN,96
480,MANENG22231e59,15,15,3,4,7,4,5,9,8,12,9,2,2,2,2,MAN,99
481,MANENG22231e6,17,18,6,7,6,5,4,11,9,14,10,2,2,2,2,MAN,115
482,MANENG22231e60,20,16,8,6,8,5,6,11,7,13,11,2,1,1,3,MAN,118
483,MANENG22231e61,17,17,5,7,7,6,6,12,8,14,10,2,2,1,4,MAN,118
484,MANENG22231e62,19,16,6,6,7,5,6,10,5,13,10,2,2,1,3,MAN,111
485,MANENG22231e63,18,18,6,6,6,6,6,12,8,14,11,2,2,1,3,MAN,119
486,MANENG22231e64,13,14,5,4,4,3,6,10,7,13,7,1,2,2,3,MAN,94
487,MANENG22231e65,16,17,5,6,5,4,6,8,7,13,10,2,2,2,3,MAN,106
488,MANENG22231e66,19,17,6,7,7,6,5,11,9,14,9,2,2,2,4,MAN,120
489,MANENG22231e67,14,13,5,5,5,3,3,8,4,9,9,2,2,2,3,MAN,87
490,MANENG22231e68,15,12,3,6,3,5,5,12,8,11,10,2,2,2,2,MAN,98
491,MANENG22231e69,17,19,6,5,6,6,5,9,8,13,10,2,2,1,0,MAN,109
492,MANENG22231e7,12,9,2,6,5,2,5,6,5,11,5,1,0,0,2,MAN,71
493,MANENG22231e70,14,10,3,7,2,3,5,7,5,11,9,2,1,0,2,MAN,81
494,MANENG22231e71,19,17,5,6,5,5,6,8,8,12,11,2,1,1,4,MAN,110
495,MANENG22231e72,16,18,6,7,7,4,5,11,4,12,9,2,2,1,4,MAN,108
496,MANENG22231e73,15,13,4,5,7,6,6,9,8,14,10,2,2,2,4,MAN,107
497,MANENG22231e74,16,15,6,3,3,6,5,9,10,13,12,2,2,2,3,MAN,107
498,MANENG22231e75,17,14,2,6,7,4,6,9,6,8,7,2,2,1,2,MAN,93
499,MANENG22231e76,17,18,6,5,5,6,5,7,7,10,5,1,1,1,0,MAN,94
500,MANENG22231e77,17,17,5,7,6,6,6,10,6,13,12,1,2,1,4,MAN,113
501,MANENG22231e78,20,16,6,4,4,4,6,7,9,14,11,2,1,1,4,MAN,109
502,MANENG22231e79,13,15,5,6,7,4,5,8,7,8,9,2,2,2,4,MAN,97
503,MANENG22231e8,16,16,2,6,3,5,6,6,9,14,12,2,2,2,4,MAN,105
504,MANENG22231e80,15,14,4,6,5,4,5,6,8,14,10,2,2,1,0,MAN,96
505,MANENG22231e81,12,15,4,5,8,5,6,10,9,13,10,2,2,2,2,MAN,105
506,MANENG22231e82,18,12,6,5,8,5,3,5,5,11,4,2,0,1,2,MAN,87
507,MANENG22231e83,18,17,1,3,4,2,6,3,9,10,10,2,1,1,4,MAN,91
508,MANENG22231e84,14,14,4,7,6,5,6,6,8,12,6,1,1,2,1,MAN,93
509,MANENG22231e85,19,17,4,7,7,5,5,12,8,13,10,2,2,2,3,MAN,116
510,MANENG22231e86,16,18,8,6,7,6,6,12,9,14,10,2,2,1,3,MAN,120
511,MANENG22231e87,16,14,2,6,4,5,4,7,7,10,7,2,1,2,2,MAN,89
512,MANENG22231e88,18,16,4,7,6,6,6,11,7,13,11,2,1,2,3,MAN,113
513,MANENG22231e89,15,16,5,6,3,4,6,12,7,13,7,1,2,2,4,MAN,103
514,MANENG22231e9,14,16,5,6,7,5,6,12,8,12,7,1,2,1,3,MAN,105
515,MANENG22231e90,17,14,5,7,8,4,5,8,6,13,8,1,2,2,4,MAN,104
516,MANENG22231e91,13,12,6,7,7,6,5,11,6,14,10,2,1,2,4,MAN,106
517,MANENG22231e92,16,14,4,5,3,4,6,12,8,13,8,2,2,1,2,MAN,100
518,MANENG22231e93,15,16,3,6,4,5,5,10,6,11,9,2,2,2,3,MAN,99
519,MANENG22231e94,12,10,3,3,3,3,6,5,4,7,6,2,2,1,2,MAN,69
520,MANENG22231e95,14,12,4,4,3,3,3,5,9,11,8,2,1,2,1,MAN,82
521,MANENG22231e96,17,13,4,5,5,4,6,10,9,14,10,2,1,2,3,MAN,105
522,MANENG22231e97,20,18,6,6,9,5,6,9,10,14,10,1,2,2,2,MAN,120
523,MANENG22231e98,15,15,8,7,6,6,6,12,7,13,11,2,1,2,2,MAN,113
524,MANENG22231e99,17,17,6,5,7,6,6,11,7,13,9,2,1,1,3,MAN,111
525,NWIENG22231e1,18,14,4,5,4,4,6,11,9,11,11,2,1,2,3,NWI,105
526,NWIENG22231e10,20,18,6,6,7,6,6,12,10,14,11,2,2,2,4,NWI,126
527,NWIENG22231e11,16,16,3,6,2,5,5,7,9,14,9,2,2,2,4,NWI,102
528,NWIENG22231e12,17,18,6,6,8,5,5,10,9,12,11,2,1,1,4,NWI,115
529,NWIENG22231e13,18,18,5,4,6,5,5,10,9,11,9,2,2,2,4,NWI,110
530,NWIENG22231e14,19,16,5,3,6,4,5,9,8,11,10,2,1,2,4,NWI,105
531,NWIENG22231e15,20,17,6,7,8,6,6,11,10,11,9,2,2,2,3,NWI,120
532,NWIENG22231e16,12,14,5,7,6,4,5,7,7,11,6,2,2,0,1,NWI,89
533,NWIENG22231e17,16,15,2,5,7,2,0,3,6,0,9,0,2,0,3,NWI,70
534,NWIENG22231e2,20,18,8,7,8,6,6,11,10,14,10,2,2,2,2,NWI,126
535,NWIENG22231e3,17,16,8,4,7,5,6,8,8,11,9,2,2,2,3,NWI,108
536,NWIENG22231e4,19,15,6,7,8,4,5,9,9,14,9,2,2,2,2,NWI,113
537,NWIENG22231e5,17,16,6,7,6,6,5,10,10,13,8,2,2,2,4,NWI,114
538,NWIENG22231e6,16,15,5,6,6,6,4,12,10,14,10,2,2,2,4,NWI,114
539,NWIENG22231e7,15,13,5,6,7,5,4,10,8,9,10,2,2,2,0,NWI,98
540,NWIENG22231e8,19,14,8,7,7,6,6,7,7,12,9,1,2,1,4,NWI,110
541,NWIENG22231e9,19,17,4,6,5,6,6,11,10,13,12,2,1,2,4,NWI,118
542,SOWENG22231e1,18,18,6,6,9,6,6,9,10,14,12,2,2,2,4,SOW,124
543,SOWENG22231e10,17,17,5,6,9,6,6,11,10,14,11,2,2,2,3,SOW,121
544,SOWENG22231e100,19,16,6,7,7,5,6,7,7,12,9,2,2,2,2,SOW,109
545,SOWENG22231e101,19,16,3,6,6,4,6,10,9,13,12,2,2,2,4,SOW,114
546,SOWENG22231e102,15,14,4,7,7,3,6,9,7,13,10,2,2,2,1,SOW,102
547,SOWENG22231e103,20,19,6,7,8,5,6,9,9,14,9,2,2,1,4,SOW,121
548,SOWENG22231e104,15,16,6,7,6,5,4,8,8,12,9,2,0,1,1,SOW,100
549,SOWENG22231e105,15,16,5,5,7,5,6,9,9,13,11,2,2,2,2,SOW,109
550,SOWENG22231e106,19,16,5,7,6,6,6,11,7,13,12,2,2,2,4,SOW,118
551,SOWENG22231e107,16,16,3,3,6,5,6,9,8,12,9,2,2,2,4,SOW,103
552,SOWENG22231e108,17,15,5,7,7,6,6,10,7,13,11,2,2,2,4,SOW,114
553,SOWENG22231e109,19,16,6,4,8,4,6,8,9,13,11,1,2,2,3,SOW,112
554,SOWENG22231e11,16,17,8,6,7,6,6,9,10,13,11,2,1,2,4,SOW,118
555,SOWENG22231e110,16,13,3,5,5,5,6,9,9,13,9,2,2,2,2,SOW,101
556,SOWENG22231e111,17,17,6,6,4,5,6,11,10,14,10,2,2,1,4,SOW,115
557,SOWENG22231e112,19,15,4,5,6,6,5,12,10,13,10,2,2,2,4,SOW,115
558,SOWENG22231e113,20,16,4,7,7,6,5,8,9,14,11,2,1,2,3,SOW,115
559,SOWENG22231e114,20,15,8,7,7,5,6,11,7,13,10,2,1,1,3,SOW,116
560,SOWENG22231e115,15,16,4,7,8,5,6,9,8,10,10,2,2,2,2,SOW,106
561,SOWENG22231e116,20,15,4,5,6,6,5,7,8,14,9,2,2,2,3,SOW,108
562,SOWENG22231e117,14,15,4,6,6,3,6,8,4,13,10,2,2,1,3,SOW,97
563,SOWENG22231e118,19,17,8,7,8,5,6,11,8,14,10,2,2,1,4,SOW,122
564,SOWENG22231e119,17,18,6,7,5,5,6,12,8,13,12,2,2,2,3,SOW,118
565,SOWENG22231e12,16,15,5,6,6,6,5,9,7,10,9,2,2,0,4,SOW,102
566,SOWENG22231e120,19,16,5,5,9,6,6,10,8,14,11,2,2,2,3,SOW,118
567,SOWENG22231e121,18,19,8,6,6,6,6,10,8,12,12,1,2,2,4,SOW,120
568,SOWENG22231e122,18,17,6,6,8,4,6,11,10,13,12,2,1,2,4,SOW,120
569,SOWENG22231e123,16,16,6,5,8,6,4,8,7,12,9,1,2,1,3,SOW,104
570,SOWENG22231e124,17,13,5,5,6,5,6,9,6,13,9,1,2,2,3,SOW,102
571,SOWENG22231e125,19,18,6,7,6,5,6,10,9,11,10,2,2,2,4,SOW,117
572,SOWENG22231e126,19,17,8,7,7,6,6,11,9,14,8,2,2,2,4,SOW,122
573,SOWENG22231e127,19,15,8,7,6,4,6,11,8,12,10,2,1,2,4,SOW,115
574,SOWENG22231e128,17,17,5,6,7,6,6,10,10,13,12,2,2,1,4,SOW,118
575,SOWENG22231e129,18,17,6,6,7,5,6,9,9,14,10,2,1,2,4,SOW,116
576,SOWENG22231e13,20,18,8,6,8,6,6,10,9,14,12,2,1,2,4,SOW,126
577,SOWENG22231e130,19,17,4,6,5,5,6,11,10,12,8,2,2,2,2,SOW,111
578,SOWENG22231e131,20,18,8,7,8,5,6,11,8,12,12,2,2,2,3,SOW,124
579,SOWENG22231e132,18,17,5,6,9,6,6,12,6,14,11,2,2,2,4,SOW,120
580,SOWENG22231e133,19,17,5,6,6,4,5,9,5,13,11,1,2,0,4,SOW,107
581,SOWENG22231e134,11,14,4,5,7,4,5,11,9,11,8,2,1,2,3,SOW,97
582,SOWENG22231e135,19,17,6,6,7,6,6,10,9,13,11,2,1,2,3,SOW,118
583,SOWENG22231e136,20,18,8,6,8,6,6,12,10,14,11,2,2,1,4,SOW,128
584,SOWENG22231e137,17,17,8,6,4,6,6,9,8,13,11,2,1,2,3,SOW,113
585,SOWENG22231e138,16,17,6,7,7,6,5,8,5,12,11,2,2,2,4,SOW,110
586,SOWENG22231e139,17,14,4,5,6,4,6,11,9,13,11,2,1,2,3,SOW,108
587,SOWENG22231e14,17,18,6,7,9,6,3,9,9,13,8,2,2,2,2,SOW,113
588,SOWENG22231e140,16,12,2,5,4,6,5,8,10,13,9,2,2,1,3,SOW,98
589,SOWENG22231e141,19,18,8,6,8,6,6,12,10,14,11,2,2,2,4,SOW,128
590,SOWENG22231e142,18,15,4,5,7,5,5,9,10,11,10,2,2,1,3,SOW,107
